Faixa,CA,Processo,Coordenador,Instituição,UF,Região,Recomendação CA,Aprovação,Custeio.Aprov,Capital.Aprov,Bolsas.Aprov,Total.Aprovado
Faixa B,CS,408048/2023-9,Regina Maria do Rego Monteiro de Abreu,UNIRIO,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405360/2023-1,Fabio Parenti,UFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407620/2023-0,Mariana Batista da Silva,DCP-UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407966/2023-4,Giuliana Dias Vieira,UEPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,408895/2023-3,Antonio Jose Maristrello Porto,FGV,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,409433/2023-3,Thiago Moreira de Souza Rodrigues,UFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,408951/2023-0,Regina Linden Ruaro,PUCRS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,406983/2023-2,Isabel Rocha de Siqueira,PUC-Rio,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,420088/2023-7,Elias David Morales Martinez,UFABC,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407240/2023-3,Gustavo Cesar Machado Cabral,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,420328/2023-8,Rodrigo Rossi Horochovski,UFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405208/2023-5,Marcos Aurelio Guedes de Oliveira,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,404540/2023-6,Joao Luis Nogueira Matias,JF,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,409198/2023-4,Gleyton Carlos da Silva Trindade,UNIFAL/MG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,408017/2023-6,Roberto Goulart Menezes,NEL,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,420630/2023-6,Elsa Sousa Kraychete,UFBA,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,406516/2023-5,Cesar Antonio Serbena,UFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407384/2023-5,Camila Feix Vidal,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,421894/2023-7,Rafael Bittencourt Rodrigues Lopes,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405890/2023-0,Claudia Minervina Souza Cunha,UFPI,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407718/2023-0,Carlos Enrique Ruiz Ferreira,GOVERNO/PB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405143/2023-0,Daniel de Mendonca,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405597/2023-1,Marina de Souza Sartore,UFS,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,403344/2023-9,Palloma Valle Menezes,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,404385/2023-0,Romulo Soares Barbosa,UNIMONTES,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,402735/2023-4,Nilson Weisheimer,UFRB,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407072/2023-3,Valdemar Joao Wesz Junior,UNILA,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,407761/2023-3,Luis Antonio Francisco de Souza,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,402674/2023-5,Jaqueline Carvalho Quadrado,UNIPAMPA,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,404454/2023-2,Maria Livia de Tommasi,UFABC,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405374/2023-2,Camila Caldeira Nunes Dias,UFABC,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405928/2023-8,Felix Garcia Lopez Junior,IPEA,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,402982/2023-1,Jairo Bezerra Silva,UEPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,408376/2023-6,Daniel Francisco Nagao Menezes,FACAMP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,421337/2023-0,Fabio Magalhaes Candotti,UFAM,AM,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,404836/2023-2,Lindomar de Jesus de Sousa Silva,EMBRAPA/CPAA,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,420407/2023-5,Bruno Rotta Almeida,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405154/2023-2,Juliana Vinuto Lima,UFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405915/2023-3,Andre Leonardo Copetti Santos,UNIJUI,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,408214/2023-6,Carolina Zuccarelli Soares,UFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,421911/2023-9,Clovis Alberto Vieira de Melo,UFCG,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,409537/2023-3,Mauro Macedo Campos,UENF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,402197/2023-2,Alipio de Sousa Filho,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405098/2023-5,Luan Gomes dos Santos de Oliveira,RER,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,405894/2023-6,Paulo Roberto Barbosa Ramos,UNICEUMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,402309/2023-5,Maria Catarina Chitolina Zanini,UFSM,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,409539/2023-6,Ana Maria Alves Carneiro da Silva,UNICAMP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,404344/2023-2,Rodrigo da Rosa Bordignon,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,CS,420340/2023-8,Lua Nogueira Jung,UNESA,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,421093/2023-4,Roseli de Deus Lopes,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,404199/2023-2,Jusciane da Costa e Silva,UFERSA,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,420607/2023-4,Carlos Alexandre Rodrigues Pereira,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,406482/2023-3,Anderson Bertoldi,IFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,405609/2023-0,Ligia Silveira Funch,UEFS,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,402110/2023-4,Guilherme Silva Nunes,UFSM,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,408072/2023-7,Thais Scotti do Canto-Dorow,UFN,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,420154/2023-0,Tarcio Minto Fabricio,UFABC,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,408977/2023-0,Ligia Pavan Baptista,UnB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,405937/2023-7,Maxwell Luiz da Ponte,UECE,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,406513/2023-6,Nina Isabel Soalheiro,EPSJV/FIOCRUZ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,421381/2023-0,Gabriele Marisco da Silva,UESB,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,405321/2023-6,Tatiana Duque Martins Ertner de Almeida,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,409745/2023-5,Helena de Moraes Fernandes,UFFS,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,404989/2023-3,Nelson Ferreira Marques Junior,UFRA,PA,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,421409/2023-1,Thiago Martins Melo,IFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,402936/2023-0,Marcelo Castanheira da Silva,UFAC,AC,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,408221/2023-2,Clodoaldo de Oliveira Freitas,UNIR,RO,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,409057/2023-1,Gisele Benck de Moraes,UPF,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,409351/2023-7,Roberta de Sousa Ramalho,IFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,422077/2023-2,Bruno Lucio Meneses Nascimento,UEMASUL,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,404798/2023-3,Edson Jose Wartha,UFS,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,405074/2023-9,Rita Di Cassia de Oliveira Angelo,UPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DC,401883/2023-0,Robson Fernandes de Farias,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,406099/2023-5,Tania Cremonini de Araujo-Jorge,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,421615/2023-0,Rodrigo Eduardo Botelho Francisco,UFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,420152/2023-7,Felipe Damasio,IFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,406322/2023-6,Michele Waltz Comaru,IFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,421465/2023-9,Ronaldo Adriano Christofoletti,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,403628/2023-7,Luis Paulo de Carvalho Piassi,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,402706/2023-4,Gilberto Lacerda Santos,ELOS,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,402116/2023-2,Luan Carlos Santos Silva,UFGD,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,406622/2023-0,Carlos Eduardo da Costa Campos,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,DC,403852/2023-4,Antonio Carlos de Freitas,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,401764/2023-0,Cristina Portugal,,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,420207/2023-6,Adilson da Silva Mello,UNIFEI,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,421118/2023-7,Ivan Luiz de Medeiros,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,408354/2023-2,Marina de Lima Neves Barros,UNICAP,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,404002/2023-4,Carlos Guilherme Mace Altmayer,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,407628/2023-1,Rafael Augusto Ferreira do Carmo,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,406027/2023-4,Edu Grieco Mazzini Junior,UFAL,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,405988/2023-0,Ivana Marcia Oliveira Maia,UFMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,DI,409432/2023-7,Renata Cornelli,UCS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,DI,422005/2023-1,Aguinaldo dos Santos,UFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DI,404291/2023-6,Solange Galvao Coutinho,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,DI,402166/2023-0,Fernanda Henriques,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,409140/2023-6,Wilson Tadeu Lopes da Silva,CNPDIA,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,420629/2023-8,Eduardo Augusto Agnellos Barbosa,UEPG,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,409781/2023-1,Francisco Carlos Gomes,UFLA,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,402469/2023-2,Leonardo de Brito Andrade,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,406574/2023-5,Alexsandro Claudio dos Santos Almeida,UFAL,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,421634/2023-5,Erico Tadao Teramoto,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,404051/2023-5,Tatiana Fernanda Canata,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,420784/2023-3,Ariovaldo Jose da Silva,UNICAMP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,403874/2023-8,Maria Madalena Rinaldi,CPAC,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,420140/2023-9,Silvia Helena Nogueira Turco,UNIVASF,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,420125/2023-0,Ana Celia Maia Meireles,UFCA,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,408965/2023-1,Mirta Teresinha Petry,UFSM,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,407377/2023-9,Ricardo Rodrigues Magalhaes,UFLA,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,421783/2023-0,Lucas da Costa Santos,UFVJM,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,406964/2023-8,Licinius Dimitri Sa de Alcantara,UFRA,PA,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,409729/2023-0,Roberta Passini,UEG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,406800/2023-5,Allan Cunha Barros,UFAL,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,407956/2023-9,Celso Antonio Goulart,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,420369/2023-6,Aldir Carpes Marques Filho,UFLA,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,409546/2023-2,Luis Gustavo Figueiredo Franca,UFS,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,404938/2023-0,Marlon Mauricio Hernandez Cely,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,406434/2023-9,Alberto Dresch Webler,UNIR,RO,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,421754/2023-0,Ana Paula Lelis Rodrigues de Oliveira,IF SUDESTE MG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,403387/2023-0,Flavio Favaro Blanco,EMBRAPA,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EA,409499/2023-4,Rafaella Resende Andrade,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,421330/2023-6,Samuel Beskow,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,404321/2023-2,Eugenio Ferreira Coelho,EMBRAPA,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,409409/2023-5,Antonio Pires de Camargo,UNICAMP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,402722/2023-0,Gizele Ingrid Gadotti,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,403430/2023-2,Dermeval Araujo Furtado,UFCG,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,407280/2023-5,Josivanda Palmeira Gomes,UFCG,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,420460/2023-3,Victor Buono da Silva Baptista,UFLA,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,421146/2023-0,Michel Castro Moreira,UFV,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,408801/2023-9,Roberto Lilles Tavares Machado,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,408163/2023-2,Alexandre Bryan Heinemann,EMBRAPA,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,408202/2023-8,Marcos Eric Barbosa Brito,UFS,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,408991/2023-2,Nildo da Silva Dias,UFERSA,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,405745/2023-0,Marconi Batista Teixeira,IFGOIANO,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,420130/2023-3,Marcelo Bortoli,UTFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,409784/2023-0,Pedro Henrique Augusto Medeiros,IFCE,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,402764/2023-4,Paulo Carteri Coradi,UFSM,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,406251/2023-1,Rouverson Pereira da Silva,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,407402/2023-3,Domingos Sarvio Magalhaes Valente,UFV,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,406734/2023-2,Jose Wallace Barbosa do Nascimento,UFCG,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,406475/2023-7,Edna Maria Bonfim da Silva,UFR,MT,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,403039/2023-1,Silvia Regina Lucas de Souza,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,402447/2023-9,Antonio Heriberto de Castro Teixeira,UNL,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,405583/2023-0,Francisco Vanies da Silva Sa,UEPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,402096/2023-1,Suzana Caetano da Silva Lannes,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,421402/2023-7,Reginaldo Barboza da Silva,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,407878/2023-8,Roberto Avelino Cecilio,UFES,ES,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,408377/2023-2,Benito Moreira de Azevedo,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EA,403796/2023-7,Michael Silveira Thebaldi,UFLA,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,422066/2023-0,Roger Augusto Rodrigues,ABMS,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,404090/2023-0,Jose Julio de Cerqueira Pituba,UFCAT,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,403560/2023-3,Fernando do Couto Rosa Almeida,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,408011/2023-8,Amilton Rodrigues da Silva,UFOP,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420234/2023-3,Mariana Vella Silveira,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,403468/2023-0,Gabriel Orquizas Mattielo Pedroso,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,404952/2023-2,Erinaldo Hilario Cavalcante,UFS,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,408503/2023-8,Jose Jeferson do Rego Silva,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,409923/2023-0,Fabio Costa Magalhaes,IFRS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,407456/2023-6,Lisiane Pereira Prado,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,421763/2023-0,Marcio Santos Barata,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,406267/2023-5,Romildo dos Santos Escarpini Filho,UFAL,AL,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,409846/2023-6,Luciana de Nazare Pinheiro Cordeiro,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420539/2023-9,Emerson Alexandro Bolandim,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,408338/2023-7,Regina Maria Cunha Leite,IFBA,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,408828/2023-4,Emerson Felipe Felix,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,406088/2023-3,Rafael Dors Sakata,UFRRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,407170/2023-5,Douglas Mateus de Lima,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,407728/2023-6,Paulo Cesar Correia Gomes,UFAL,AL,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,408071/2023-0,Emmanuel Kennedy da Costa Teixeira,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,407523/2023-5,Lais Cristina Barbosa Costa,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,406072/2023-0,Jose de Paula Barros Neto,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,407689/2023-0,Raimundo Pereira de Vasconcelos,UFAM,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420971/2023-8,Aleska Kaufmann Almeida,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420311/2023-8,Wanderlei Malaquias Pereira Junior,UFCAT,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,409063/2023-1,Michael Rene Mix Visintainer,UDESC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,402277/2023-6,Weslley Imperiano Gomes de Melo,UFRPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,407625/2023-2,Sheyla Mara Baptista Serra,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420477/2023-3,Maicon Jose Hillesheim,UNEMAT,MT,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,404435/2023-8,Jerfson Moura Lima,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420842/2023-3,Marcia Rejane Oliveira Barros Carvalho Macedo,UPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,421664/2023-1,Rodrigo Moraes da Silveira,PUC/PR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,403163/2023-4,Heliana Barbosa Fontenele,UEL,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,403763/2023-1,Bruna Silveira Lira,UFPI,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,420242/2023-6,Mario Sergio de Souza Almeida,DNIT,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,404917/2023-2,Vinicius Borges de Moura Aquino,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,EC,403963/2023-0,Romildo Morant de Holanda,UFRPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,404189/2023-7,Tulio Nogueira Bittencourt,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,407693/2023-8,Guilherme Sales Soares de Azevedo Melo,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,404536/2023-9,Ana Carolina Badalotti Passuello,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,404262/2023-6,Cleber Marcos Ribeiro Dias,UFBA,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,406454/2023-0,Rogerio Pinto Ribeiro,EESC - USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421503/2023-8,Helena Carasek,UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,420019/2023-5,Glaucia Maria Dalfre,UFSCAR,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,403247/2023-3,Andre Luis Brasil Cavalcante,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,402493/2023-0,Pablo Augusto Krahl,MACKENZIE,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421827/2023-8,Ricardo Carrazedo,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421662/2023-9,Eduardo Pereira,UEPG,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,401725/2023-5,John Kennedy Guedes Rodrigues,UFCG,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,408309/2023-7,Monica Regina Garcez,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,404000/2023-1,Bernadete Ragoni Danziger,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,407643/2023-0,Esequiel Fernandes Teixeira Mesquita,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,409755/2023-0,Olavo Francisco dos Santos Junior,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,406031/2023-1,Ronaldo Luis dos Santos Izzo,UTFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,407403/2023-0,Marcos Alyssandro Soares dos Anjos,IFPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,408827/2023-8,Jairo Jose de Oliveira Andrade,PUCRS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,402789/2023-7,Joao Victor Staub de Melo,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,409242/2023-3,Paulo Henrique Ribeiro Borges,CEFET/MG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,EC,421535/2023-7,Joao Paulo Lima Santos,UFAL,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
